repo,total_classes,cbo_mean,cbo_median,cbo_std,cbo_min,cbo_max,cbo_q1,cbo_q3,dit_mean,dit_median,dit_std,dit_min,dit_max,dit_q1,dit_q3,lcom_mean,lcom_median,lcom_std,lcom_min,lcom_max,lcom_q1,lcom_q3
krahets/hello-algo,215,1.874,2.0,1.513,0,11,1.0,2.5,1.0,1.0,0.0,1,1,1.0,1.0,4.707,1.0,10.458,0,66,0.0,3.0
GrowingGit/GitHub-Chinese-Top-Charts,1,0.0,0.0,,0,0,0.0,0.0,1.0,1.0,,1,1,1.0,1.0,0.0,0.0,,0,0,0.0,0.0
iluwatar/java-design-patterns,1894,3.363,3.0,2.598,0,22,2.0,5.0,1.197,1.0,0.526,1,6,1.0,1.0,1.841,0.0,6.473,0,153,0.0,1.0
macrozheng/mall,760,3.934,3.0,4.967,0,45,1.0,4.0,1.239,1.0,0.439,1,4,1.0,1.0,1110.804,13.0,8155.555,0,161554,0.0,55.0
doocs/advanced-java,1,0.0,0.0,,0,0,0.0,0.0,1.0,1.0,,1,1,1.0,1.0,0.0,0.0,,0,0,0.0,0.0
MisterBooo/LeetCodeAnimation,4,1.0,1.0,0.0,1,1,1.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0
Stirling-Tools/Stirling-PDF,585,8.209,5.0,8.042,0,59,3.0,11.0,1.232,1.0,0.559,1,6,1.0,1.0,16.725,0.0,73.079,0,825,0.0,3.0
kdn251/interviews,257,1.195,1.0,1.254,0,7,0.0,2.0,1.004,1.0,0.062,1,2,1.0,1.0,0.292,0.0,0.929,0,10,0.0,0.0
TheAlgorithms/Java,1505,2.062,2.0,1.457,0,14,1.0,3.0,1.044,1.0,0.279,1,7,1.0,1.0,7.966,1.0,27.335,0,780,0.0,6.0
google/guava,6432,4.04,2.0,5.648,0,82,0.0,6.0,1.801,1.0,2.254,1,66,1.0,2.0,48.068,0.0,448.304,0,18721,0.0,3.0
ReactiveX/RxJava,11867,2.525,1.0,5.254,0,237,0.0,3.0,1.319,1.0,0.886,1,26,1.0,1.0,47.463,0.0,1802.905,0,143916,0.0,0.0
skylot/jadx,2883,4.458,3.0,6.706,0,95,1.0,5.0,1.667,1.0,1.261,1,21,1.0,2.0,32.218,0.0,328.918,0,10480,0.0,3.0
termux/termux-app,321,5.913,4.0,7.187,0,61,1.0,8.0,1.43,1.0,0.704,1,6,1.0,2.0,60.826,0.0,236.371,0,2045,0.0,13.0
PhilJay/MPAndroidChart,306,8.843,5.0,10.007,0,45,1.0,14.0,1.98,1.0,1.231,1,6,1.0,3.0,91.033,1.0,517.797,0,6254,0.0,15.0
halo-dev/halo,1591,7.53,5.0,7.341,0,57,2.0,11.0,1.261,1.0,0.614,1,8,1.0,1.0,6.815,0.0,28.274,0,561,0.0,3.0
geekxh/hello-algorithm,3,1.0,1.0,1.0,0,2,0.5,1.5,1.0,1.0,0.0,1,1,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0
airbnb/lottie-android,293,6.898,5.0,8.313,0,67,2.0,9.0,1.287,1.0,0.646,1,6,1.0,1.0,33.413,0.0,283.155,0,4618,0.0,6.0
TeamNewPipe/NewPipe,586,8.295,5.0,10.321,0,91,2.0,10.0,1.645,1.0,1.096,1,11,1.0,2.0,43.297,1.0,237.06,0,4194,0.0,11.0
doocs/leetcode,165,2.612,2.0,1.952,0,10,1.0,4.0,1.006,1.0,0.078,1,2,1.0,1.0,0.376,0.0,0.886,0,7,0.0,0.0
netty/netty,7915,4.422,3.0,5.774,0,78,1.0,5.0,1.51,1.0,1.18,1,26,1.0,2.0,67.028,0.0,1137.179,0,88833,0.0,3.0
xkcoding/spring-boot-demo,482,5.052,4.0,4.002,0,19,2.0,7.0,1.131,1.0,0.488,1,5,1.0,1.0,2.322,0.0,9.815,0,106,0.0,0.0
Blankj/AndroidUtilCode,670,4.169,2.0,5.562,0,63,1.0,5.75,1.364,1.0,0.836,1,10,1.0,1.0,144.954,0.0,960.505,0,18418,0.0,8.0
alibaba/easyexcel,560,6.632,5.0,6.093,0,50,3.0,8.0,1.375,1.0,0.834,1,8,1.0,1.0,32.025,1.0,355.668,0,8040,0.0,6.0
zxing/zxing,595,4.985,4.0,4.81,0,52,2.0,7.0,1.662,2.0,0.773,1,6,1.0,2.0,22.968,1.0,130.859,0,2701,0.0,8.0
SeleniumHQ/selenium,1869,5.961,4.0,7.242,0,81,1.0,8.0,1.382,1.0,1.066,1,28,1.0,2.0,32.739,1.0,290.595,0,10731,0.0,6.0
alibaba/nacos,4014,5.709,3.0,6.741,0,62,1.0,8.0,1.289,1.0,0.7,1,14,1.0,1.0,23.129,0.0,312.611,0,18145,0.0,6.0
apache/kafka,8477,7.797,4.0,13.443,0,446,2.0,9.0,1.436,1.0,1.099,1,17,1.0,1.0,63.094,0.0,1084.565,0,70125,0.0,6.0
ityouknow/spring-boot-examples,307,4.726,4.0,3.104,0,19,2.0,7.0,1.026,1.0,0.16,1,2,1.0,1.0,5.033,0.0,16.349,0,135,0.0,1.0
chinabugotech/hutool,2656,3.526,3.0,3.844,0,49,1.0,4.0,1.283,1.0,0.755,1,11,1.0,1.0,102.204,0.0,959.974,0,26841,0.0,10.0
apolloconfig/apollo,737,7.267,6.0,6.792,0,35,2.0,11.0,1.265,1.0,0.705,1,14,1.0,1.0,14.985,0.0,56.812,0,901,0.0,6.0
alibaba/canal,1049,5.814,4.0,6.452,0,56,1.0,8.0,1.38,1.0,0.823,1,13,1.0,2.0,77.357,1.0,467.413,0,13643,0.0,15.0
xuxueli/xxl-job,171,4.778,3.0,5.258,0,26,1.0,6.0,1.129,1.0,0.385,1,4,1.0,1.0,20.427,0.0,97.42,0,1080,0.0,4.0
conductor-oss/conductor,837,7.787,6.0,8.452,0,104,2.0,11.0,1.271,1.0,0.546,1,4,1.0,1.0,91.492,0.0,620.146,0,14533,0.0,6.0
wuyouzhuguli/SpringAll,378,5.243,4.0,4.277,0,22,2.0,8.0,1.111,1.0,0.369,1,4,1.0,1.0,3.749,0.0,11.858,0,135,0.0,3.0
alibaba/druid,5839,5.09,4.0,12.954,0,429,2.0,5.0,1.942,2.0,0.835,1,32,2.0,2.0,230.302,0.0,5179.159,0,314028,0.0,3.0
lenve/vhr,94,4.436,2.0,5.843,0,31,1.0,6.0,1.021,1.0,0.145,1,2,1.0,1.0,48.33,6.0,225.795,0,2142,0.0,21.0
DrKLO/Telegram,13383,6.837,4.0,13.411,0,490,2.0,7.0,1.659,1.0,16.627,1,1916,1.0,2.0,65.094,0.0,1195.562,0,93932,0.0,3.0
crossoverJie/JCSprout,162,1.963,1.0,1.858,0,9,1.0,3.0,1.093,1.0,0.366,1,4,1.0,1.0,1.765,0.0,6.358,0,45,0.0,0.0
qiurunze123/miaosha,286,4.147,3.0,4.54,0,26,1.0,5.75,1.126,1.0,0.391,1,4,1.0,1.0,14.301,0.0,85.544,0,1134,0.0,3.0
ashishps1/awesome-system-design-resources,11,0.818,1.0,0.603,0,2,0.5,1.0,1.0,1.0,0.0,1,1,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0
alibaba/fastjson,6327,1.852,1.0,2.779,0,71,0.0,3.0,1.504,1.0,0.713,1,15,1.0,2.0,126.121,0.0,3281.966,0,179100,0.0,1.0
JakeWharton/butterknife,272,3.96,2.0,6.414,0,69,1.0,5.0,1.235,1.0,0.711,1,6,1.0,1.0,10.482,0.0,75.806,0,958,0.0,0.0
scwang90/SmartRefreshLayout,341,6.651,3.0,7.591,0,56,1.0,10.0,1.507,1.0,0.849,1,5,1.0,2.0,30.32,0.0,295.047,0,4611,0.0,1.0
proxyee-down-org/proxyee-down,60,5.517,4.0,6.223,0,34,1.0,6.25,1.467,1.0,0.929,1,5,1.0,2.0,19.517,2.0,49.729,0,315,0.0,10.0
greenrobot/EventBus,183,3.426,3.0,3.066,0,20,1.0,4.0,1.836,1.0,1.424,1,12,1.0,2.0,9.055,0.0,35.082,0,357,0.0,3.0
bazelbuild/bazel,10653,7.538,5.0,10.361,0,336,2.0,9.0,1.622,1.0,1.335,1,46,1.0,2.0,67.987,1.0,953.937,0,58996,0.0,6.0
yuliskov/SmartTube,3210,6.653,4.0,8.045,0,79,2.0,8.0,1.554,1.0,1.472,1,49,1.0,2.0,65.958,1.0,452.967,0,12128,0.0,10.0
jenkinsci/jenkins,4107,6.24,4.0,8.49,0,234,2.0,8.0,1.897,2.0,1.769,1,59,1.0,2.0,46.242,0.0,915.728,0,52437,0.0,4.0
Netflix/Hystrix,2005,3.341,2.0,5.188,0,79,1.0,4.0,1.57,1.0,3.592,1,114,1.0,1.0,20.254,0.0,385.241,0,14194,0.0,1.0
google/gson,1076,3.024,2.0,4.464,0,44,0.0,4.0,1.282,1.0,1.024,1,24,1.0,1.0,20.599,0.0,378.735,0,12246,0.0,1.0
redisson/redisson,2853,5.957,3.0,10.733,0,204,1.0,7.0,1.342,1.0,0.762,1,7,1.0,1.0,180.413,0.0,1619.024,0,48510,0.0,10.0
doocs/source-code-hunter,1,0.0,0.0,,0,0,0.0,0.0,1.0,1.0,,1,1,1.0,1.0,0.0,0.0,,0,0,0.0,0.0
apache/rocketmq,2860,6.882,3.5,10.484,0,197,1.0,9.0,1.331,1.0,0.753,1,11,1.0,1.0,122.056,1.0,2334.95,0,87982,0.0,8.0
dataease/dataease,1099,4.947,3.0,7.348,0,86,1.0,5.0,1.207,1.0,0.682,1,6,1.0,1.0,27.771,0.0,184.248,0,3652,0.0,1.0
google/ExoPlayer,3281,7.588,5.0,8.948,0,127,2.0,10.0,1.295,1.0,1.016,1,31,1.0,1.0,52.22,0.0,493.139,0,16110,0.0,6.0
elunez/eladmin,282,8.014,5.0,7.683,0,37,3.0,12.0,1.163,1.0,0.448,1,4,1.0,1.0,6.202,0.0,19.224,0,177,0.0,1.0
LSPosed/LSPosed,427,5.522,3.0,7.247,0,46,1.0,7.0,1.646,1.0,1.287,1,16,1.0,2.0,48.115,0.0,319.849,0,4250,0.0,3.0
kestra-io/kestra,1918,8.213,6.0,8.779,0,112,3.0,11.0,1.452,1.0,0.788,1,9,1.0,2.0,15.01,0.0,91.265,0,2617,0.0,1.0
CarGuo/GSYVideoPlayer,636,5.486,2.0,6.823,0,56,1.0,7.0,1.575,1.0,1.518,1,10,1.0,2.0,55.355,0.0,309.228,0,4426,0.0,6.0
brettwooldridge/HikariCP,185,4.384,3.0,4.196,0,28,1.0,7.0,1.286,1.0,0.659,1,5,1.0,1.0,172.67,0.0,1408.661,0,18141,0.0,10.0
kunal-kushwaha/DSA-Bootcamp-Java,253,1.269,1.0,1.24,0,8,0.0,2.0,1.083,1.0,0.341,1,3,1.0,1.0,3.502,1.0,11.011,0,100,0.0,3.0
didi/DoKit,1569,4.506,2.0,5.759,0,71,1.0,6.0,1.321,1.0,0.837,1,18,1.0,1.0,71.767,0.0,634.399,0,18418,0.0,6.0
mybatis/mybatis-3,1744,3.539,2.0,4.942,0,76,1.0,5.0,1.24,1.0,0.782,1,17,1.0,1.0,20.952,0.0,249.291,0,9831,0.0,6.0
ReactiveX/RxAndroid,55,2.273,1.0,3.788,0,18,0.0,2.0,1.127,1.0,0.433,1,3,1.0,1.0,3.091,0.0,11.234,0,66,0.0,0.0
linlinjava/litemall,617,4.618,3.0,5.85,0,50,1.0,6.0,1.126,1.0,0.333,1,2,1.0,1.0,1532.885,1.0,9402.6,0,170778,0.0,49.0
xiaojieonly/Ehviewer_CN_SXJ,910,6.877,4.0,9.82,0,116,2.0,8.0,1.716,1.0,1.241,1,15,1.0,2.0,68.422,1.0,655.39,0,18479,0.0,12.0
dianping/cat,1892,5.527,4.0,6.049,0,54,1.0,8.0,1.434,1.0,0.708,1,10,1.0,2.0,23.036,1.0,104.206,0,2018,0.0,8.25
Baseflow/PhotoView,45,4.733,3.0,5.545,0,30,2.0,5.0,1.356,1.0,0.57,1,3,1.0,2.0,24.6,0.0,157.259,0,1056,0.0,1.0
antlr/antlr4,662,5.773,3.0,7.226,0,54,2.0,7.0,1.835,1.0,1.166,1,9,1.0,2.0,48.302,0.0,192.863,0,2942,0.0,10.0
williamfiset/Algorithms,463,2.611,2.0,1.791,0,12,1.0,4.0,1.054,1.0,0.226,1,2,1.0,1.0,16.197,3.0,38.507,0,294,0.0,14.5
Tencent/APIJSON,70,5.886,3.0,8.672,0,44,1.0,6.75,1.243,1.0,0.669,1,4,1.0,1.0,1165.571,6.0,5422.454,0,42660,0.0,179.75
dromara/Sa-Token,748,4.507,3.0,4.382,0,34,2.0,6.0,1.223,1.0,0.779,1,6,1.0,1.0,61.146,1.0,701.529,0,18559,0.0,6.0
ashishps1/awesome-low-level-design,792,2.629,2.0,2.549,0,17,1.0,4.0,1.139,1.0,0.434,1,4,1.0,1.0,3.052,0.0,11.121,0,180,0.0,1.0
LMAX-Exchange/disruptor,410,4.48,3.0,4.822,0,32,2.0,6.0,1.29,1.0,0.81,1,8,1.0,1.0,25.883,0.0,224.699,0,2628,0.0,2.0
forezp/SpringCloudLearning,143,4.552,4.0,2.367,0,15,3.0,5.0,1.049,1.0,0.217,1,2,1.0,1.0,0.545,0.0,1.86,0,13,0.0,0.0
Tencent/tinker,520,4.794,3.0,7.117,0,96,1.0,7.0,1.604,1.0,2.506,1,53,1.0,2.0,28.471,0.0,110.992,0,1270,0.0,13.0
openzipkin/zipkin,820,6.449,5.0,5.372,0,36,3.0,9.0,1.555,1.0,1.534,1,23,1.0,1.25,19.377,1.0,73.779,0,985,0.0,6.0
infinilabs/analysis-ik,38,4.816,4.0,3.593,0,14,2.0,8.0,1.368,1.0,0.489,1,2,1.0,2.0,15.421,2.5,28.359,0,140,0.0,13.75
justauth/JustAuth,198,5.51,2.0,6.032,0,21,1.0,9.0,1.343,1.0,0.582,1,4,1.0,2.0,12.985,6.0,19.532,0,153,0.0,15.0
facebook/fresco,1055,6.646,5.0,6.851,0,64,2.0,9.0,1.418,1.0,0.893,1,14,1.0,2.0,28.742,0.0,128.779,0,1706,0.0,6.0
ben-manes/caffeine,1336,4.915,3.0,6.731,0,85,1.0,6.0,1.588,1.0,1.43,1,22,1.0,2.0,163.169,0.0,1724.581,0,42778,0.0,3.0
material-components/material-components-android,2061,7.131,4.0,8.313,0,86,2.0,9.0,1.538,1.0,0.982,1,11,1.0,2.0,92.02,1.0,944.557,0,27604,0.0,4.0
nostra13/Android-Universal-Image-Loader,140,4.864,3.0,4.877,0,28,2.0,7.0,1.586,1.0,0.96,1,6,1.0,2.0,28.843,0.5,99.819,0,708,0.0,9.0
alibaba/DataX,1222,4.502,3.0,5.766,0,56,0.0,6.0,1.715,1.0,1.513,1,8,1.0,2.0,22.649,0.0,185.316,0,4948,0.0,4.0
winterbe/java8-tutorial,88,1.034,1.0,1.044,0,5,0.0,1.25,1.0,1.0,0.0,1,1,1.0,1.0,3.909,0.0,9.328,0,45,0.0,1.5
shuzheng/zheng,509,4.53,3.0,5.718,0,40,1.0,5.0,1.409,1.0,0.492,1,2,1.0,2.0,340.857,0.0,1786.343,0,24711,0.0,22.0
heibaiying/BigData-Notes,77,5.714,5.0,3.513,0,16,3.0,7.0,1.221,1.0,0.417,1,2,1.0,1.0,0.818,0.0,1.862,0,10,0.0,1.0
JeffLi1993/springboot-learning-example,114,4.614,3.5,3.868,0,19,2.0,7.0,1.044,1.0,0.245,1,3,1.0,1.0,2.851,0.0,6.033,0,24,0.0,1.0
gyoogle/tech-interview-for-developer,13,1.308,1.0,0.751,0,2,1.0,2.0,1.0,1.0,0.0,1,1,1.0,1.0,0.923,0.0,3.04,0,11,0.0,0.0
android-hacker/VirtualXposed,1453,3.947,2.0,5.326,0,61,1.0,5.0,2.793,2.0,11.859,1,303,1.0,3.0,14.696,0.0,128.638,0,2899,0.0,1.0
dyc87112/SpringBoot-Learning,269,4.454,4.0,2.984,0,16,2.0,6.0,1.026,1.0,0.181,1,3,1.0,1.0,1.454,0.0,7.194,0,104,0.0,0.0
android10/Android-CleanArchitecture,105,5.143,4.0,4.671,0,22,1.0,8.0,1.429,1.0,0.705,1,3,1.0,2.0,6.724,1.0,23.218,0,176,0.0,3.0
mockito/mockito,2104,3.478,2.0,4.532,0,57,1.0,5.0,1.4,1.0,1.083,1,19,1.0,1.0,18.293,0.0,277.088,0,8256,0.0,1.0
Konloch/bytecode-viewer,414,4.737,3.0,6.32,0,68,1.0,7.0,2.053,1.0,1.839,1,10,1.0,2.0,13.688,0.0,59.061,0,527,0.0,3.0
apache/pulsar,7405,6.876,4.0,10.078,0,173,2.0,8.0,1.707,1.0,3.74,1,163,1.0,2.0,85.354,0.0,1391.575,0,59685,0.0,6.0
java-decompiler/jd-gui,407,4.538,3.0,5.431,0,56,1.0,6.0,2.418,1.0,2.339,1,15,1.0,3.0,11.115,1.0,51.073,0,645,0.0,3.0
elastic/logstash,862,5.408,4.0,5.905,0,74,2.0,7.0,1.645,1.0,2.194,1,52,1.0,2.0,21.107,1.0,101.327,0,1594,0.0,8.0
hdodenhof/CircleImageView,3,11.0,5.0,13.077,2,26,3.5,15.5,2.333,2.0,0.577,2,3,2.0,2.5,178.667,0.0,309.46,0,536,0.0,268.0
supertokens/supertokens-core,974,10.999,10.0,10.987,0,156,3.0,16.0,1.597,1.0,1.092,1,17,1.0,2.0,71.144,3.0,1151.286,0,35752,0.0,15.0
Tencent/QMUI_Android,1066,5.468,3.0,6.564,0,54,1.0,7.0,1.629,1.0,1.34,1,16,1.0,2.0,35.342,0.0,197.899,0,2968,0.0,3.0
alibaba/ARouter,98,3.694,2.0,4.91,0,30,1.0,4.0,1.408,1.0,0.784,1,4,1.0,2.0,17.449,0.0,83.333,0,765,0.0,3.0
arduino/Arduino,450,4.131,2.0,6.052,0,70,1.0,5.0,1.769,1.0,1.923,1,21,1.0,1.0,32.722,0.0,208.261,0,3523,0.0,6.0
theonedev/onedev,8208,5.838,4.0,8.858,0,377,2.0,7.0,1.411,1.0,0.839,1,8,1.0,2.0,26.063,0.0,493.852,0,24974,0.0,3.0
zaproxy/zaproxy,2523,4.742,3.0,5.992,0,58,1.0,6.0,1.911,1.0,1.81,1,32,1.0,2.0,69.652,1.0,347.731,0,6345,0.0,15.0
Netflix/zuul,501,6.509,4.0,7.667,0,63,2.0,8.0,1.613,1.0,1.001,1,10,1.0,2.0,24.89,1.0,137.109,0,1698,0.0,6.0
orhanobut/logger,18,5.833,6.0,3.053,0,11,4.0,7.75,1.167,1.0,0.383,1,2,1.0,1.0,14.944,0.0,35.587,0,128,0.0,7.0
seaswalker/spring-analysis,33,2.424,2.0,2.646,0,14,1.0,3.0,1.242,1.0,0.751,1,4,1.0,1.0,1.788,0.0,3.189,0,10,0.0,1.0
DuGuQiuBai/Java,619,0.772,0.0,1.313,0,15,0.0,1.0,1.178,1.0,0.736,1,6,1.0,1.0,1.079,0.0,5.194,0,99,0.0,0.0
sqshq/piggymetrics,99,6.04,5.0,4.342,0,17,3.0,8.0,1.061,1.0,0.24,1,2,1.0,1.0,3.828,0.0,10.079,0,54,0.0,1.0
JessYanCoding/AndroidAutoSize,49,5.408,4.0,4.237,0,20,2.0,8.0,1.408,1.0,0.497,1,2,1.0,2.0,31.286,1.0,136.3,0,937,0.0,6.0
Curzibn/Luban,29,2.966,1.0,4.814,0,22,0.0,4.0,1.172,1.0,0.384,1,2,1.0,1.0,10.862,1.0,24.928,0,104,0.0,3.0
lgvalle/Material-Animations,45,4.4,2.0,4.059,1,20,2.0,7.0,1.467,1.0,0.757,1,3,1.0,2.0,4.756,0.0,16.108,0,107,0.0,6.0
cryptomator/cryptomator,443,8.316,6.0,7.773,0,39,3.0,11.0,1.429,1.0,0.98,1,6,1.0,1.0,18.512,1.0,64.034,0,671,0.0,6.0
janishar/mit-deep-learning-book-pdf,1,0.0,0.0,,0,0,0.0,0.0,1.0,1.0,,1,1,1.0,1.0,0.0,0.0,,0,0,0.0,0.0
tink-crypto/tink,1465,7.666,5.0,7.43,0,75,3.0,10.0,1.289,1.0,1.242,1,41,1.0,1.0,30.076,1.0,184.046,0,5123,0.0,11.0
LuckSiege/PictureSelector,737,5.156,2.0,8.658,0,108,1.0,5.0,1.237,1.0,0.669,1,9,1.0,1.0,49.449,0.0,372.186,0,6720,0.0,3.0
Bigkoo/Android-PickerView,91,3.725,2.0,5.058,0,26,1.0,3.0,1.154,1.0,0.363,1,2,1.0,1.0,15.495,0.0,90.564,0,837,0.0,0.0
macrozheng/mall-learning,249,4.972,3.0,4.524,0,21,2.0,7.0,1.104,1.0,0.306,1,2,1.0,1.0,229.51,0.0,1250.418,0,9549,0.0,13.0
ashishps1/awesome-leetcode-resources,11,1.182,1.0,0.405,1,2,1.0,1.0,1.0,1.0,0.0,1,1,1.0,1.0,4.727,0.0,8.259,0,21,0.0,4.5
youth5201314/banner,73,6.082,5.0,6.157,0,43,3.0,7.0,1.836,2.0,0.687,1,4,1.0,2.0,47.685,1.0,350.899,0,2994,0.0,3.0
pxb1988/dex2jar,571,5.429,3.0,6.851,0,51,1.0,7.0,1.571,1.0,0.982,1,12,1.0,2.0,21.133,0.0,136.514,0,2556,0.0,3.0
Netflix/conductor,664,7.498,5.0,8.25,0,83,1.0,11.0,1.255,1.0,0.563,1,4,1.0,1.0,78.675,0.0,646.673,0,14533,0.0,6.0
facebook/stetho,588,4.379,3.0,5.372,0,45,1.0,5.0,1.423,1.0,1.249,1,21,1.0,1.0,7.497,0.0,31.248,0,465,0.0,3.0
codecentric/spring-boot-admin,464,7.763,6.0,6.268,0,51,3.0,12.0,1.256,1.0,0.592,1,5,1.0,1.0,7.213,0.0,27.794,0,306,0.0,1.0
google/guice,3880,3.803,2.5,5.413,0,71,1.0,4.0,1.304,1.0,1.251,1,43,1.0,1.0,8.454,0.0,77.778,0,2888,0.0,0.0
alibaba/COLA,559,4.329,3.0,4.515,0,35,1.0,6.0,1.327,1.0,0.715,1,5,1.0,1.0,4.975,0.0,18.32,0,231,0.0,3.0
greenrobot/greenDAO,364,5.019,4.0,4.693,0,41,2.0,7.0,2.102,1.0,1.716,1,8,1.0,2.0,47.453,1.0,241.283,0,3581,0.0,15.0
Netflix/eureka,742,5.884,4.0,6.439,0,61,1.0,8.0,1.271,1.0,0.705,1,9,1.0,1.0,18.573,0.0,134.516,0,2926,0.0,3.0
macrozheng/mall-swarm,764,3.788,3.0,4.73,0,45,1.0,3.25,1.232,1.0,0.434,1,4,1.0,1.0,1106.229,13.0,8134.411,0,161554,0.0,55.0
apache/zookeeper,1753,5.671,3.0,7.094,0,85,1.0,8.0,2.005,1.0,3.006,1,96,1.0,2.0,36.876,0.0,390.008,0,12105,0.0,4.0
zhihu/Matisse,76,6.658,5.0,7.384,0,45,2.0,8.25,1.395,1.0,0.634,1,4,1.0,2.0,8.079,0.0,16.138,0,74,0.0,10.0
metersphere/metersphere,3704,6.678,3.0,11.375,0,144,1.0,7.0,1.298,1.0,0.546,1,5,1.0,2.0,445.992,0.0,3758.162,0,102336,0.0,13.0
daimajia/AndroidViewAnimations,82,3.378,2.0,7.03,1,64,2.0,2.0,1.805,2.0,0.399,1,2,2.0,2.0,2.293,0.0,12.889,0,94,0.0,0.0
daimajia/AndroidSwipeLayout,74,3.716,2.0,4.945,0,30,1.0,4.75,1.324,1.0,0.599,1,3,1.0,1.75,58.905,0.0,480.284,0,4134,0.0,1.0
pagehelper/Mybatis-PageHelper,181,5.812,6.0,4.901,0,30,2.0,8.0,1.442,1.0,0.852,1,5,1.0,1.0,29.641,0.0,190.394,0,2095,0.0,1.0
redis/jedis,1221,5.538,3.0,8.76,0,151,1.0,8.0,1.42,1.0,0.851,1,7,1.0,2.0,530.372,1.0,14553.31,0,508218,0.0,15.0
plantuml/plantuml,3935,7.134,5.0,7.564,0,132,2.0,10.0,1.542,1.0,0.911,1,19,1.0,2.0,36.509,1.0,623.311,0,35998,0.0,6.0
amitshekhariitbhu/android-interview-questions,1,0.0,0.0,,0,0,0.0,0.0,1.0,1.0,,1,1,1.0,1.0,0.0,0.0,,0,0,0.0,0.0
Yalantis/uCrop,77,6.338,3.0,8.658,0,44,1.0,6.0,1.364,1.0,0.842,1,7,1.0,2.0,28.909,1.0,81.545,0,417,0.0,6.0
Tencent/matrix,1393,5.681,3.0,7.132,0,59,1.0,7.0,1.343,1.0,1.014,1,16,1.0,1.0,12.894,0.0,65.669,0,1325,0.0,3.0
Tencent/VasSonic,111,4.198,2.0,4.901,0,25,1.0,5.0,1.279,1.0,0.59,1,4,1.0,1.0,21.613,0.0,96.043,0,933,0.0,5.0
Team-xManager/xManager,524,2.017,2.0,2.604,0,47,2.0,2.0,1.021,1.0,0.243,1,6,1.0,1.0,4.733,0.0,69.899,0,1430,0.0,0.0
debezium/debezium,3377,6.824,4.0,7.616,0,86,2.0,9.0,1.584,1.0,0.998,1,25,1.0,2.0,55.713,1.0,523.02,0,24695,0.0,9.0
grpc/grpc-java,5482,5.601,3.0,8.018,0,99,1.0,6.0,1.393,1.0,0.995,1,22,1.0,1.0,13.498,0.0,123.334,0,5460,0.0,3.0
xpipe-io/xpipe,1481,6.957,5.0,6.475,0,79,3.0,10.0,1.575,1.0,1.087,1,19,1.0,2.0,18.834,1.0,161.648,0,3585,0.0,9.0
code4craft/webmagic,344,4.532,4.0,3.872,0,29,2.0,7.0,1.183,1.0,0.585,1,9,1.0,1.0,11.465,1.0,76.64,0,1252,0.0,3.0
OpenRefine/OpenRefine,1396,6.697,5.0,6.615,0,129,3.0,9.0,1.688,1.0,0.894,1,9,1.0,2.0,12.818,1.0,57.094,0,990,0.0,6.0
realm/realm-java,1912,4.293,2.0,6.755,0,92,1.0,4.0,1.213,1.0,0.724,1,16,1.0,1.0,51.748,0.0,656.661,0,25395,0.0,0.0
careercup/CtCI-6th-Edition,609,2.128,2.0,1.567,0,10,1.0,3.0,1.069,1.0,0.332,1,5,1.0,1.0,4.483,1.0,16.698,0,378,0.0,6.0
gyf-dev/ImmersionBar,142,6.352,5.0,7.113,0,57,2.0,9.0,2.106,2.0,1.001,1,4,1.0,3.0,159.254,3.0,1752.52,0,20892,0.0,6.0
PaperMC/Paper,4165,6.897,5.0,11.946,0,291,2.0,8.0,1.686,1.0,1.294,1,22,1.0,2.0,111.822,1.0,1801.32,0,78671,0.0,15.0
newbee-ltd/newbee-mall,89,5.034,2.0,6.246,0,27,1.0,8.0,1.067,1.0,0.447,1,4,1.0,1.0,34.91,4.0,68.176,0,436,0.0,36.0
provectus/kafka-ui,513,7.244,5.0,7.312,0,64,2.0,10.0,1.511,1.0,1.074,1,7,1.0,2.0,17.135,1.0,86.132,0,1542,0.0,6.0
jhy/jsoup,408,6.306,4.0,7.291,0,67,2.0,8.0,1.806,1.0,3.175,1,59,1.0,2.0,240.083,1.0,1871.838,0,26740,0.0,10.0
permissions-dispatcher/PermissionsDispatcher,119,1.622,0.0,3.283,0,14,0.0,1.0,1.227,1.0,0.528,1,4,1.0,1.0,34.378,3.0,327.193,0,3570,3.0,3.0
mission-peace/interview,667,2.013,2.0,1.222,0,6,1.0,3.0,1.037,1.0,0.31,1,4,1.0,1.0,3.409,1.0,13.558,0,325,0.0,3.0
LawnchairLauncher/lawnchair,3250,10.319,5.0,14.238,0,217,2.0,13.0,1.585,1.0,1.163,1,14,1.0,2.0,97.1,1.0,1006.003,0,39464,0.0,10.0
beemdevelopment/Aegis,454,7.447,5.0,9.509,0,83,2.0,10.0,1.709,1.0,1.02,1,8,1.0,2.0,22.866,1.0,141.937,0,1951,0.0,6.0
H07000223/FlycoTabLayout,33,6.455,3.0,8.867,0,33,1.0,8.0,1.545,1.0,0.711,1,3,1.0,2.0,223.091,1.0,720.449,0,3118,0.0,4.0
